ISO3,year,gen_govdef_GDP,source,nGDP,gen_govdef
ARG,1925,-.4636698,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.13e-09,-5.22e-12
ARG,1926,-1.00004,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.10e-09,-1.10e-11
ARG,1927,-3.29941,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.17e-09,-3.85e-11
ARG,1928,-1.52131,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.23e-09,-1.88e-11
ARG,1929,-1.94636,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.28e-09,-2.50e-11
ARG,1930,-3.94048,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.21e-09,-4.77e-11
ARG,1931,-2.97589,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.03e-09,-3.06e-11
ARG,1932,-1.1907,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,9.46e-10,-1.13e-11
ARG,1933,-1.27055,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.03e-09,-1.31e-11
ARG,1934,-1.56237,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.13e-09,-1.77e-11
ARG,1935,-1.1561,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.21e-09,-1.40e-11
ARG,1936,-1.43816,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.28e-09,-1.85e-11
ARG,1937,-1.61594,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.48e-09,-2.39e-11
ARG,1938,-2.09355,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.44e-09,-3.01e-11
ARG,1939,-3.0936,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.52e-09,-4.69e-11
ARG,1940,-2.31357,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.56e-09,-3.62e-11
ARG,1941,-2.85285,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.68e-09,-4.79e-11
ARG,1942,-2.902451,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.90e-09,-5.52e-11
ARG,1943,-3.861001,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.00e-09,-7.73e-11
ARG,1944,-4.61232,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.29e-09,-1.05e-10
ARG,1945,-5.245009,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.53e-09,-1.32e-10
ARG,1946,-4.12193,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.42e-09,-1.41e-10
ARG,1947,-1.60103,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.69e-09,-7.51e-11
ARG,1948,-2.7319,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.72e-09,-1.56e-10
ARG,1949,-3.97917,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6.86e-09,-2.73e-10
ARG,1950,-3.382979,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,8.13e-09,-2.75e-10
ARG,1951,-3.52261,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.16e-08,-4.10e-10
ARG,1952,-3.01203,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.34e-08,-4.03e-10
ARG,1953,-3.0958,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.52e-08,-4.71e-10
ARG,1954,-3.21361,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.70e-08,-5.46e-10
ARG,1955,-3.747809,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.02e-08,-7.57e-10
ARG,1956,-3.77291,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.66e-08,-1.00e-09
ARG,1957,-2.72453,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.30e-08,-9.00e-10
ARG,1958,-6.60985,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.69e-08,-3.10e-09
ARG,1959,-4.824969,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,9.00e-08,-4.34e-09
ARG,1960,-1.98477,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.18e-07,-2.34e-09
ARG,1961,1.7294,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.47e-07,2.55e-09
ARG,1962,-.4678001,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.90e-07,-8.88e-10
ARG,1963,-.6522999,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,2.27e-07,-1.48e-09
ARG,1964,-1.3382,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.04e-07,-4.07e-09
ARG,1965,-.8858004,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,4.62e-07,-4.09e-09
ARG,1966,-.9779997,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,6.08e-07,-5.95e-09
ARG,1967,.6582003,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,7.87e-07,5.18e-09
ARG,1968,.2535,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,9.84e-07,2.49e-09
ARG,1969,.5379,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.13e-06,6.10e-09
ARG,1970,1.0115,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.29e-06,1.30e-08
ARG,1971,.3220997,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.84e-06,5.92e-09
ARG,1972,-.1157999,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3.04e-06,-3.52e-09
ARG,1973,-1.4769,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.21e-06,-7.70e-08
ARG,1974,-1.0801,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,7.14e-06,-7.72e-08
ARG,1975,-2.90337,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.000021,-6.10e-07
ARG,1976,-2.3905,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.0001114,-2.66e-06
ARG,1977,-.5423994,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.000307,-1.67e-06
ARG,1978,-1.3615,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.000769,-.0000105
ARG,1979,-1.502,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.002093,-.0000314
ARG,1980,-1.1367,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.004161,-.0000473
ARG,1981,-3.928899,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.0081,-.0003182
ARG,1982,-4.6772,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.023681,-.0011076
ARG,1983,-2.8862,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.118666,-.0034249
ARG,1984,-1.3854,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,.8571269,-.0118746
ARG,1985,3.595699,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,5.749075,.2067195
ARG,1986,3.299899,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,10.81986,.3570444
ARG,1987,1.885,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,25.28542,.4766302
ARG,1988,-1.7457,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,120.3589,-2.101105
ARG,1989,-.2473001,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,3515.6,-8.694085
ARG,1990,-.1372004,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,74691.68,-102.4772
ARG,1991,.9645996,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,196040.8,1891.009
ARG,1992,1.5389,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,245609.2,3779.681
ARG,1993,-.024,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,256302.6,-61.51262
ARG,1994,-1.25,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,278990,-3487.375
ARG,1995,-2.075,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,279631.5,-5802.353
ARG,1996,-2.811,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,294931.1,-8290.515
ARG,1997,-1.838,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,317373.8,-5833.33
ARG,1998,-1.827,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,323973,-5918.987
ARG,1999,-3.705,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,307256.4,-11383.85
ARG,2000,-3.417,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,307994.2,-10524.16
ARG,2001,-5.364,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,291189,-15619.38
ARG,2002,-1.91,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,338745.9,-6470.047
ARG,2003,1.5,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,407376.3,6110.645
ARG,2004,3.967,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,485115.2,19244.52
ARG,2005,3.341,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,582538.2,19462.6
ARG,2006,1.65,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,715904.3,11812.42
ARG,2007,.757,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,896980.2,6790.14
ARG,2008,.352,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1149646,4046.754
ARG,2009,-1.83,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1247929,-22837.11
ARG,2010,-1.393,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1661721,-23147.77
ARG,2011,-2.746,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2179024,-59836
ARG,2012,-3.018,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2637914,-79612.23
ARG,2013,-3.254,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,3348309,-108954
ARG,2014,-4.252,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4579087,-194702.8
ARG,2015,-6.001,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,5954511,-357330.2
ARG,2016,-6.655,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,8228160,-547584.1
ARG,2017,-6.693,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.07e+07,-713489.1
ARG,2018,-5.441,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,1.47e+07,-802265.2
ARG,2019,-4.445,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2.16e+07,-958272.9
ARG,2020,-8.674,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,2.72e+07,-2360179
ARG,2021,-4.333,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,4.62e+07,-2002673
ARG,2022,-3.844,Derived using data on general government deficit to GDP from IMF_WEO and the spliced GDP,8.27e+07,-3177175
ARG,2023,-5.361717,Derived using data on general government deficit to GDP from IMF_FPP and the spliced GDP,1.91e+08,-1.03e+07
ARG,2024,-.088,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,5.95e+08,-523498.6
ARG,2025,.185,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1.03e+09,1900783
ARG,2026,.919,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1.49e+09,1.37e+07
ARG,2027,1.133,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,1.82e+09,2.06e+07
ARG,2028,1.319,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2.08e+09,2.74e+07
ARG,2029,1.329,Derived using data on general government deficit to GDP from IMF_WEO_forecast and the spliced GDP,2.31e+09,3.08e+07
ARM,2000,-3.432782,Derived using data on general government deficit to GDP from ADB and the spliced GDP,1099842,-37755.18
ARM,2001,-2.527718,Derived using data on general government deficit to GDP from ADB and the spliced GDP,1253982,-31697.12
ARM,2002,-1.61648,Derived using data on general government deficit to GDP from ADB and the spliced GDP,1452971,-23486.98
ARM,2003,-.8622665,Derived using data on general government deficit to GDP from ADB and the spliced GDP,1732556,-14939.25
ARM,2004,-.7933767,Derived using data on general government deficit to GDP from IMF_GFS and the spliced GDP,2034676,-16142.64
