ISO3,year,finv,source,nGDP,finv_GDP
AND,2013,423.1595,Derived using data on fixed investment from UN and the spliced GDP,2404.538,.1759837
AND,2014,444.0219,Derived using data on fixed investment from UN and the spliced GDP,2462.69,.1802995
AND,2015,460.1284,Derived using data on fixed investment from UN and the spliced GDP,2514.508,.1829894
AND,2016,476.0522,Derived using data on fixed investment from UN and the spliced GDP,2616.862,.1819172
AND,2017,502.1028,Derived using data on fixed investment from UN and the spliced GDP,2655.758,.1890619
AND,2018,536.1669,Derived using data on fixed investment from UN and the spliced GDP,2725.27,.196739
AND,2019,572.2811,Derived using data on fixed investment from UN and the spliced GDP,2818.422,.2030502
AND,2020,521.8072,Derived using data on fixed investment from UN and the spliced GDP,2531.087,.2061593
AND,2021,567.8019,Derived using data on fixed investment from UN and the spliced GDP,2810.965,.2019953
AND,2022,655.2811,Derived using data on fixed investment from UN and the spliced GDP,3210.31,.2041177
AND,2023,689.9604,Derived using data on fixed investment from UN and the spliced GDP,3500.58,.1970989
ANT,1970,82.34518,Derived using data on fixed investment from UN and the spliced GDP,422.8426,.1947419
ANT,1971,89.50935,Derived using data on fixed investment from UN and the spliced GDP,459.6487,.1947343
ANT,1972,97.35626,Derived using data on fixed investment from UN and the spliced GDP,500.7346,.1944269
ANT,1973,109.8642,Derived using data on fixed investment from UN and the spliced GDP,563.2195,.1950647
ANT,1974,138.1648,Derived using data on fixed investment from UN and the spliced GDP,709.588,.1947112
ANT,1975,162.9815,Derived using data on fixed investment from UN and the spliced GDP,842.2613,.1935047
ANT,1976,185.6338,Derived using data on fixed investment from UN and the spliced GDP,942.4083,.1969781
ANT,1977,206.0357,Derived using data on fixed investment from UN and the spliced GDP,1063.954,.1936509
ANT,1978,245.913,Derived using data on fixed investment from UN and the spliced GDP,1295.062,.1898851
ANT,1979,317.9455,Derived using data on fixed investment from UN and the spliced GDP,1533.018,.2073984
ANT,1980,311.9086,Derived using data on fixed investment from UN and the spliced GDP,1698.208,.1836692
ANT,1981,349.2621,Derived using data on fixed investment from UN and the spliced GDP,1955.691,.1785876
ANT,1982,354.6702,Derived using data on fixed investment from UN and the spliced GDP,2091.242,.1695979
ANT,1983,369.6368,Derived using data on fixed investment from UN and the spliced GDP,2080.782,.1776432
ANT,1984,332.2832,Derived using data on fixed investment from UN and the spliced GDP,2101.703,.1581019
ANT,1985,370.7687,Derived using data on fixed investment from UN and the spliced GDP,2141.802,.1731107
ANT,1986,601.3044,Derived using data on fixed investment from UN and the spliced GDP,2778.807,.2163894
ANT,1987,564.0766,Derived using data on fixed investment from UN and the spliced GDP,2904.77,.1941898
ANT,1988,770.3387,Derived using data on fixed investment from UN and the spliced GDP,3011.554,.2557944
ANT,1989,970.5639,Derived using data on fixed investment from UN and the spliced GDP,3368.303,.2881462
ANT,1990,964.0239,Derived using data on fixed investment from UN and the spliced GDP,3544.717,.2719608
ANT,1991,1061.747,Derived using data on fixed investment from UN and the spliced GDP,3717.098,.2856386
ANT,1992,1018.734,Derived using data on fixed investment from UN and the spliced GDP,3896.562,.2614442
ANT,1993,1018.734,Derived using data on fixed investment from UN and the spliced GDP,4152.628,.2453226
ANT,1994,991.0643,Derived using data on fixed investment from UN and the spliced GDP,4462.087,.2221078
ANT,1995,1105.515,Derived using data on fixed investment from UN and the spliced GDP,4602.651,.2401908
ANT,1996,1364.6,Derived using data on fixed investment from UN and the spliced GDP,4818.4,.283206
ANT,1997,1309.453,Derived using data on fixed investment from UN and the spliced GDP,4971.223,.2634067
ANT,1998,1289.997,Derived using data on fixed investment from UN and the spliced GDP,5025.481,.2566913
ANT,1999,1330.724,Derived using data on fixed investment from UN and the spliced GDP,4991.38,.2666045
ANT,2000,1558.184,Derived using data on fixed investment from UN and the spliced GDP,5113.16,.30474
ANT,2001,1574.995,Derived using data on fixed investment from UN and the spliced GDP,5189.292,.3035086
ANT,2002,1609.586,Derived using data on fixed investment from UN and the spliced GDP,5251.871,.3064786
ANT,2003,1619.88,Derived using data on fixed investment from UN and the spliced GDP,5405.169,.2996909
ANT,2004,1636.495,Derived using data on fixed investment from UN and the spliced GDP,5555.402,.2945773
ANT,2005,1756.429,Derived using data on fixed investment from UN and the spliced GDP,5866.15,.2994176
ANT,2006,1989.126,Derived using data on fixed investment from UN and the spliced GDP,6150.897,.3233879
ANT,2007,2324.009,Derived using data on fixed investment from UN and the spliced GDP,6507.927,.3571044
ANT,2008,2570.344,Derived using data on fixed investment from UN and the spliced GDP,7060.254,.3640583
ANT,2009,2542.028,Derived using data on fixed investment from UN and the spliced GDP,7200,.3530594
ANT,2010,2514.455,Derived using data on fixed investment from UN and the spliced GDP,6725.536,.3738669
ANT,2011,2493.966,Derived using data on fixed investment from UN and the spliced GDP,6927.109,.3600298
ANT,2012,2504.459,Derived using data on fixed investment from UN and the spliced GDP,7175.699,.3490195
ARE,1970,1317.902,Derived using data on fixed investment from UN and the spliced GDP,5082.217,.2593164
ARE,1971,1927.516,Derived using data on fixed investment from UN and the spliced GDP,6942.938,.2776225
ARE,1972,2950.865,Derived using data on fixed investment from UN and the spliced GDP,9656.213,.3055924
ARE,1973,3625.642,Derived using data on fixed investment from UN and the spliced GDP,17054.82,.2125876
ARE,1974,7044.056,Derived using data on fixed investment from UN and the spliced GDP,46593.84,.15118
ARE,1975,20652.63,Derived using data on fixed investment from UN and the spliced GDP,59075.06,.3495998
ARE,1976,28404,Derived using data on fixed investment from UN and the spliced GDP,76943.77,.3691528
ARE,1977,38852.77,Derived using data on fixed investment from UN and the spliced GDP,98350.25,.395045
ARE,1978,44149.94,Derived using data on fixed investment from UN and the spliced GDP,93243.65,.4734901
ARE,1979,48710.68,Derived using data on fixed investment from UN and the spliced GDP,120703.7,.403556
ARE,1980,51644.42,Derived using data on fixed investment from UN and the spliced GDP,163750.3,.3153853
ARE,1981,52480.18,Derived using data on fixed investment from UN and the spliced GDP,183469.9,.2860425
ARE,1982,54261.32,Derived using data on fixed investment from UN and the spliced GDP,173388.7,.3129462
ARE,1983,54235.63,Derived using data on fixed investment from UN and the spliced GDP,159184.6,.340709
ARE,1984,49876.98,Derived using data on fixed investment from UN and the spliced GDP,155482.6,.3207882
ARE,1985,41887.55,Derived using data on fixed investment from UN and the spliced GDP,151003.8,.277394
ARE,1986,40027.64,Derived using data on fixed investment from UN and the spliced GDP,126235.2,.3170877
ARE,1987,34776.71,Derived using data on fixed investment from UN and the spliced GDP,135314.1,.2570072
ARE,1988,35797.44,Derived using data on fixed investment from UN and the spliced GDP,134908.1,.2653469
ARE,1989,38321.86,Derived using data on fixed investment from UN and the spliced GDP,154207.1,.248509
ARE,1990,41279.57,Derived using data on fixed investment from UN and the spliced GDP,188557.1,.2189234
ARE,1991,44185.91,Derived using data on fixed investment from UN and the spliced GDP,191720.8,.2304701
ARE,1992,51036.44,Derived using data on fixed investment from UN and the spliced GDP,201714.1,.2530137
ARE,1993,48070.19,Derived using data on fixed investment from UN and the spliced GDP,206868.9,.2323703
ARE,1994,55801.84,Derived using data on fixed investment from UN and the spliced GDP,220554.2,.2530074
ARE,1995,60708.16,Derived using data on fixed investment from UN and the spliced GDP,244498.8,.2482964
ARE,1996,64428.64,Derived using data on fixed investment from UN and the spliced GDP,273609.4,.2354767
ARE,1997,69208.63,Derived using data on fixed investment from UN and the spliced GDP,293199.8,.236046
ARE,1998,70898.41,Derived using data on fixed investment from UN and the spliced GDP,281546.1,.2518182
ARE,1999,73236.1,Derived using data on fixed investment from UN and the spliced GDP,314178.6,.2331034
ARE,2000,77965.83,Derived using data on fixed investment from UN and the spliced GDP,388186.8,.2008461
ARE,2001,79752.05,Derived using data on fixed investment from UN and the spliced GDP,384370.3,.2074876
ARE,2002,85150.37,Derived using data on fixed investment from UN and the spliced GDP,408570.4,.2084105
ARE,2003,95135.97,Derived using data on fixed investment from UN and the spliced GDP,462629.8,.2056417
ARE,2004,101635.4,Derived using data on fixed investment from UN and the spliced GDP,549979.1,.1847986
ARE,2005,122154.9,Derived using data on fixed investment from UN and the spliced GDP,671985.6,.1817821
ARE,2006,143675.3,Derived using data on fixed investment from UN and the spliced GDP,826382.6,.1738605
ARE,2007,223727.9,Derived using data on fixed investment from UN and the spliced GDP,959575.3,.2331531
ARE,2008,262645,Derived using data on fixed investment from UN and the spliced GDP,1187600,.2211562
ARE,2009,269470.1,Derived using data on fixed investment from UN and the spliced GDP,965761.2,.2790236
ARE,2010,266506.8,Derived using data on fixed investment from UN and the spliced GDP,1102444,.2417418
ARE,2011,278040.2,Derived using data on fixed investment from UN and the spliced GDP,1325158,.2098166
ARE,2012,288919.3,Derived using data on fixed investment from UN and the spliced GDP,1412481,.2045474
ARE,2013,263683.7,Derived using data on fixed investment from UN and the spliced GDP,1469803,.1794008
ARE,2014,292767.9,Derived using data on fixed investment from UN and the spliced GDP,1520802,.1925089
ARE,2015,313442.5,Derived using data on fixed investment from UN and the spliced GDP,1359837,.2305001
ARE,2016,310740.9,Derived using data on fixed investment from UN and the spliced GDP,1356090,.2291447
ARE,2017,269292.6,Derived using data on fixed investment from UN and the spliced GDP,1434173,.1877686
ARE,2018,269272.9,Derived using data on fixed investment from UN and the spliced GDP,1568339,.1716931
ARE,2019,279777.8,Derived using data on fixed investment from UN and the spliced GDP,1535067,.1822577
ARE,2020,245478.3,Derived using data on fixed investment from UN and the spliced GDP,1283440,.1912659
ARE,2021,322860.8,Derived using data on fixed investment from UN and the spliced GDP,1524744,.2117475
ARE,2022,369904.7,Derived using data on fixed investment from UN and the spliced GDP,1846283,.200351
ARE,2023,386713.9,Derived using data on fixed investment from UN and the spliced GDP,1888144,.2048117
ARG,1935,1.05e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,1.21e-09,.0864486
ARG,1936,1.31e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,1.28e-09,.1018106
ARG,1937,1.83e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,1.48e-09,.123853
ARG,1938,1.96e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,1.44e-09,.1361972
ARG,1939,1.83e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,1.52e-09,.1206501
ARG,1940,1.83e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,1.56e-09,.1170223
ARG,1941,1.96e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,1.68e-09,.1166453
ARG,1942,2.22e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,1.90e-09,.1168197
ARG,1943,2.35e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,2.00e-09,.117539
ARG,1944,2.88e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,2.29e-09,.1257664
ARG,1945,3.40e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,2.53e-09,.134562
ARG,1946,5.10e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,3.42e-09,.1491409
ARG,1947,9.02e-10,Derived using data on fixed investment from Mitchell and the spliced GDP,4.69e-09,.1921496
ARG,1948,1.35e-09,Derived using data on fixed investment from Mitchell and the spliced GDP,5.72e-09,.2351846
ARG,1949,1.56e-09,Derived using data on fixed investment from Mitchell and the spliced GDP,6.86e-09,.2266145
ARG,1950,1.83e-09,Derived using data on fixed investment from Mitchell and the spliced GDP,8.13e-09,.2249506
ARG,1951,2.48e-09,Derived using data on fixed investment from Mitchell and the spliced GDP,1.16e-08,.2134592
