ISO3,year,govexp_GDP,nGDP,govexp,source
DEU,1901,32.94944,1.68e-08,5.53e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1902,33.82327,1.73e-08,5.84e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1903,32.368,1.79e-08,5.81e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1904,29.43438,1.86e-08,5.47e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1905,28.72273,2.01e-08,5.78e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1906,30.07629,2.13e-08,6.40e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1907,31.059,2.19e-08,6.79e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1908,32.19253,2.29e-08,7.36e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1909,34.95977,2.39e-08,8.34e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1910,34.0267,2.52e-08,8.56e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1911,33.19446,2.63e-08,8.73e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1912,30.83425,2.73e-08,8.42e-09,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1913,65.86813,2.87e-08,1.89e-08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1914,,2.72e-08,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1915,,3.14e-08,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1916,,3.94e-08,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1917,,5.77e-08,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1918,,6.91e-08,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1919,,8.16e-08,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1920,,2.24e-07,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1921,,3.11e-07,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1922,,3.71e-06,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1923,,3409.075,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1924,,31494.72,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1925,21.3658,36949.6,7894.577,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1926,24.83245,38219.34,9490.798,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1927,22.14438,42970.88,9515.634,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1928,24.65611,45911.46,11319.98,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1929,24.95986,45933.77,11465,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1930,28.55059,42508.54,12136.44,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1931,22.15766,34793.06,7709.33,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1932,21.97293,28822.64,6333.179,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1933,19.30409,29605.13,5715.001,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1934,22.2391,33075,7355.583,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1935,21.19243,36948.04,7830.188,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1936,18.04947,41081.57,7415.006,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1937,21.11158,45984.63,9708.08,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1938,31.60246,51228.59,16189.49,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1939,,61872.2,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1940,,69448.62,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1941,,75762.03,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1942,,78918.48,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1943,,85231.9,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1944,,82075.45,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1945,,54022.07,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1946,,25968.71,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1947,,32701.61,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1948,,44938.98,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1949,,57533.59,,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
DEU,1950,22.78687,62581.67,14260.41,Derived using data on general government expenditure to GDP and central government and the spliced GDP.
