ISO3,year,gen_govtax_GDP,source,nGDP,gen_govtax
LUX,1987,38.12516,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,7699.097,2935.293
LUX,1988,36.68726,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,8582.545,3148.701
LUX,1989,,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,9802.385,
LUX,1990,35.92826,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,10583.34,3802.411
LUX,1991,34.06305,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,11707.78,3988.027
LUX,1992,34.40598,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,12365.36,4254.422
LUX,1993,37.07844,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,13654.36,5062.824
LUX,1994,38.97615,Derived using data on general government tax revenue to GDP from IMF_GFS and the spliced GDP,14678.25,5721.019
LUX,1995,38.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,15235.69,5865.739
LUX,1996,38.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,16036.56,6190.113
LUX,1997,38.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,17349.54,6714.272
LUX,1998,39.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,18128.57,7124.527
LUX,1999,38.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,20545.25,7889.375
LUX,2000,38.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,22980.99,8870.663
LUX,2001,38.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,23872.7,9262.608
LUX,2002,38.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,24998.07,9724.25
LUX,2003,38.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,26219.54,10199.4
LUX,2004,37.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,28187.24,10598.4
LUX,2005,38.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,30283.65,11750.06
LUX,2006,36.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,34174.96,12508.04
LUX,2007,37,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,37642.71,13927.8
LUX,2008,36.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,40005.93,14522.15
LUX,2009,37.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,39042.64,14680.03
LUX,2010,37,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,42350.28,15669.6
LUX,2011,37.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,44408.71,16653.27
LUX,2012,37.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,46324.33,17510.6
LUX,2013,37.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,48926.3,18396.29
LUX,2014,37.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,51773,19363.1
LUX,2015,36.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,54255.14,19586.11
LUX,2016,36.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,56153.01,20608.15
LUX,2017,37.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,58288.79,22091.45
LUX,2018,40.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,60079.82,24512.57
LUX,2019,41.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,62213.65,25632.03
LUX,2020,39.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,64515.78,25741.8
LUX,2021,39.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,72255.32,28468.6
LUX,2022,40.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,77755.43,31257.68
LUX,2023,41.1,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,79651.62,32736.81
LUX,2024,42.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,83044.63,35460.05
LUX,2025,42.43457,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,87177.12,36993.24
LUX,2026,43.14542,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,90829.5,39188.77
LUX,2027,43.13152,Derived using data on general government tax revenue to GDP from AMECO and the spliced GDP,95718.06,41284.66
LVA,1995,31.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,3932.476,1238.73
LVA,1996,30.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,4544.46,1376.971
LVA,1997,31.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,5248.481,1663.769
LVA,1998,32.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,5853.373,1919.906
LVA,1999,32.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,6098.123,1963.596
LVA,2000,30.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,6697.961,2022.784
LVA,2001,29.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,7317.74,2144.098
LVA,2002,28.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,8135.446,2351.144
LVA,2003,28.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,9142.771,2642.261
LVA,2004,28.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,10628.87,3061.114
LVA,2005,29,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,13102.62,3799.761
LVA,2006,30.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,16294.81,4921.032
LVA,2007,29.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,21509.33,6409.779
LVA,2008,29.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,23351.89,6888.808
LVA,2009,28.4,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,18482.49,5249.026
LVA,2010,29,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,17719.64,5138.696
LVA,2011,30.2,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,19117.26,5773.413
LVA,2012,30.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,21104.33,6394.611
LVA,2013,30.6,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,21956.19,6718.595
LVA,2014,31,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,22790.5,7065.056
LVA,2015,31,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,23744.26,7360.722
LVA,2016,32,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,24498.17,7839.416
LVA,2017,32.5,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,26017.13,8455.566
LVA,2018,31.9,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,28153.44,8980.948
LVA,2019,32.8,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,29567,9697.976
LVA,2020,32.7,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,29224.34,9556.359
LVA,2021,32.3,Derived using data on general government tax revenue to GDP from EUS and the spliced GDP,32285.3,10428.15
