ISO3,year,cgovtax_GDP,source,nGDP,cgovtax
AUT,1950,15.41426,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,4050.674,624.3813
AUT,1951,16.35311,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,5385.456,880.6896
AUT,1952,12.75,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,6245.209,796.2643
AUT,1953,17.81818,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,6422.668,1144.403
AUT,1954,16.88034,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,7204.548,1216.152
AUT,1955,15.60748,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,8261.708,1289.444
AUT,1956,,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,9185.665,
AUT,1957,16.89394,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,10168.91,1717.929
AUT,1958,17.08029,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,10562.36,1804.082
AUT,1959,16.9863,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,11233.77,1908.202
AUT,1960,16.80982,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,12541.94,2108.277
AUT,1961,17.79005,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,13915.55,2475.584
AUT,1962,18.48958,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,14793.31,2735.222
AUT,1963,18.50241,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,15944.4,2950.1
AUT,1964,18.98679,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,17457.39,3314.597
AUT,1965,19.22764,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,18978.83,3649.181
AUT,1966,19.51673,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,20675.83,4035.247
AUT,1967,19.23077,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,21989.39,4228.729
AUT,1968,19.12052,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,23624.8,4517.185
AUT,1969,19.58209,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,25793.78,5050.961
AUT,1970,19.70745,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,28941.39,5703.609
AUT,1971,20.14286,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,32309.21,6507.998
AUT,1972,20.58333,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,36922.83,7599.948
AUT,1973,20.42357,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,41844.44,8546.128
AUT,1974,21.9063,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,47626.86,10433.28
AUT,1975,21.75305,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,50518.07,10989.22
AUT,1976,21.46207,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,55802.72,11976.42
AUT,1977,21.25628,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,61685.88,13112.13
AUT,1978,22.48219,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,65245,14668.5
AUT,1979,22.19804,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,71568.19,15886.74
AUT,1980,22.20101,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,76870.49,17066.02
AUT,1981,23.0303,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,81915.26,18865.33
AUT,1982,22.03704,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,88037.81,19400.93
AUT,1983,21.97336,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,93803.52,20611.78
AUT,1984,22.77212,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,98497.05,22429.87
AUT,1985,23.17507,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,103949.6,24090.39
AUT,1986,23.05204,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,109480,25237.37
AUT,1987,22.3025,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,113670,25351.25
AUT,1988,22.10728,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,119209.2,26353.91
AUT,1989,21.25523,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,127514.6,27103.52
AUT,1990,21.66574,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,137047.2,29692.29
AUT,1991,22.16805,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,146926.7,32570.78
AUT,1992,22.82502,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,155221.4,35429.32
AUT,1993,22.20019,Derived using data on central government tax revenue to GDP from Mitchell and the spliced GDP,160341.2,35596.06
AUT,1994,,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,168338.6,
AUT,1995,27.7,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,175964.8,48742.26
AUT,1996,29.2,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,181406.3,52970.64
AUT,1997,30,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,187764,56329.19
AUT,1998,30.1,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,195166.3,58745.04
AUT,1999,29.8,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,202800,60434.38
AUT,2000,29.4,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,212611.5,62507.79
AUT,2001,31.2,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,219557.2,68501.84
AUT,2002,30.2,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,225215.3,68015.02
AUT,2003,29.8,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,230631.3,68728.13
AUT,2004,29.4,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,240256.1,70635.29
AUT,2005,28.3,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,252313.5,71404.71
AUT,2006,27.8,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,266251.2,74017.83
AUT,2007,28.1,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,282326.2,79333.65
AUT,2008,28.7,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,291601,83689.5
AUT,2009,27.9,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,286054.9,79809.33
AUT,2010,27.9,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,293699.9,81942.27
AUT,2011,28,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,308204.4,86297.23
AUT,2012,28.6,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,316511,90522.16
AUT,2013,29.3,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,320957.3,94040.5
AUT,2014,29.3,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,330183.9,96743.88
AUT,2015,29.7,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,341871.8,101535.9
AUT,2016,28.3,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,355582.4,100629.8
AUT,2017,28.2,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,367693.5,103689.6
AUT,2018,28.1,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,383190.7,107676.6
AUT,2019,28.2,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,395692.6,111585.3
AUT,2020,27.1,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,379500.2,102844.6
AUT,2021,28.4,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,406024.2,115310.9
AUT,2022,28.4,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,448153.7,127275.6
AUT,2023,27.9,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,473916.9,132222.8
AUT,2024,28.1,Derived using data on central government tax revenue to GDP from EUS and the spliced GDP,483657.7,135907.8
AZE,2008,16.42118,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,40137.2,6591
AZE,2009,14.10671,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,35601.5,5022.2
AZE,2010,12.15778,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,42465,5162.8
AZE,2011,12.22476,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,52082,6366.9
AZE,2012,12.77864,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,54743.7,6995.5
AZE,2013,13.38833,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,58182,7789.6
AZE,2014,14.21254,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,59014.1,8387.4
AZE,2015,15.60316,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,54380,8485
AZE,2016,14.55552,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,60425.2,8795.199
AZE,2017,13.16405,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,70337.8,9259.3
AZE,2018,12.97127,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,80092,10388.95
AZE,2019,14.21885,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,81896.2,11644.7
AZE,2020,15.18557,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,72578.1,11021.4
AZE,2021,13.42132,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,93203.2,12509.1
AZE,2022,15.44769,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,133972.7,20695.69
AZE,2023,17.80383,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,123005.5,21899.69
BDI,1973,10.03812,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,24447.3,2454.049
BDI,1974,10.07309,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,27277.1,2747.646
BDI,1975,8.708928,Derived using data on central government tax revenue to GDP from IMF_GFS and the spliced GDP,32671.3,2845.32
