ISO3,year,exports,source,nGDP,exports_GDP
GMB,1966,76.93229,Derived using data on exports from IMF_WEO and the spliced GDP,291.6569,.2637767
GMB,1967,93.55492,Derived using data on exports from IMF_WEO and the spliced GDP,304.5323,.3072085
GMB,1968,92.38276,Derived using data on exports from IMF_WEO and the spliced GDP,322.3478,.2865934
GMB,1969,102.3988,Derived using data on exports from IMF_WEO and the spliced GDP,372.9244,.2745834
GMB,1970,110.9233,Derived using data on exports from UN and the spliced GDP,333.59,.3325137
GMB,1971,115.5655,Derived using data on exports from UN and the spliced GDP,345.0094,.3349634
GMB,1972,169.2147,Derived using data on exports from UN and the spliced GDP,437.524,.3867552
GMB,1973,254.6481,Derived using data on exports from UN and the spliced GDP,634.1997,.4015267
GMB,1974,270.9453,Derived using data on exports from UN and the spliced GDP,834.3985,.3247193
GMB,1975,311.7267,Derived using data on exports from UN and the spliced GDP,1057.247,.2948475
GMB,1976,333.4781,Derived using data on exports from UN and the spliced GDP,1196.565,.2786961
GMB,1977,307.6608,Derived using data on exports from UN and the spliced GDP,1302.307,.2362429
GMB,1978,285.3198,Derived using data on exports from UN and the spliced GDP,1408.215,.2026109
GMB,1979,284.4662,Derived using data on exports from UN and the spliced GDP,1397.858,.2035014
GMB,1980,340.16,Derived using data on exports from UN and the spliced GDP,1441.458,.2359833
GMB,1981,514.4747,Derived using data on exports from UN and the spliced GDP,1765.698,.2913718
GMB,1982,854.1335,Derived using data on exports from UN and the spliced GDP,2039.032,.4188916
GMB,1983,1067.32,Derived using data on exports from UN and the spliced GDP,2323.238,.4594107
GMB,1984,1329.82,Derived using data on exports from UN and the spliced GDP,3088.899,.4305157
GMB,1985,2062.65,Derived using data on exports from UN and the spliced GDP,4234.385,.4871191
GMB,1986,2595.942,Derived using data on exports from UN and the spliced GDP,5116.142,.5074023
GMB,1987,3008.23,Derived using data on exports from UN and the spliced GDP,5845.191,.5146505
GMB,1988,3317.495,Derived using data on exports from UN and the spliced GDP,6952.12,.4771918
GMB,1989,3524.213,Derived using data on exports from UN and the spliced GDP,8169.822,.4313697
GMB,1990,4104.371,Derived using data on exports from UN and the spliced GDP,9266.063,.4429466
GMB,1991,4530.845,Derived using data on exports from UN and the spliced GDP,10019.07,.4522223
GMB,1992,4303.493,Derived using data on exports from UN and the spliced GDP,10559.56,.4075448
GMB,1993,6658.495,Derived using data on exports from UN and the spliced GDP,11436.98,.5821897
GMB,1994,5882.283,Derived using data on exports from UN and the spliced GDP,11887.32,.4948366
GMB,1995,5652.326,Derived using data on exports from UN and the spliced GDP,12467.43,.4533673
GMB,1996,6429.48,Derived using data on exports from UN and the spliced GDP,13811.19,.4655268
GMB,1997,6142.651,Derived using data on exports from UN and the spliced GDP,13623.14,.4508983
GMB,1998,7546.486,Derived using data on exports from UN and the spliced GDP,14863.01,.507736
GMB,1999,7094.329,Derived using data on exports from UN and the spliced GDP,15429.09,.4598021
