ISO3,year,cons,source,nGDP,cons_GDP
AND,2017,2039.649,Derived using data on consumption from UN and the spliced GDP,2655.758,.7680099
AND,2018,2086.292,Derived using data on consumption from UN and the spliced GDP,2725.27,.7655361
AND,2019,2144.996,Derived using data on consumption from UN and the spliced GDP,2818.422,.7610628
AND,2020,1970.639,Derived using data on consumption from UN and the spliced GDP,2531.087,.7785743
AND,2021,2168.277,Derived using data on consumption from UN and the spliced GDP,2810.965,.7713639
AND,2022,2454.676,Derived using data on consumption from UN and the spliced GDP,3210.31,.7646227
AND,2023,2627.837,Derived using data on consumption from UN and the spliced GDP,3500.58,.750686
ANT,1970,382.9134,Derived using data on consumption from UN and the spliced GDP,422.8426,.9055697
ANT,1971,416.2889,Derived using data on consumption from UN and the spliced GDP,459.6487,.9056676
ANT,1972,453.6025,Derived using data on consumption from UN and the spliced GDP,500.7346,.905874
ANT,1973,509.8079,Derived using data on consumption from UN and the spliced GDP,563.2195,.9051674
ANT,1974,642.8594,Derived using data on consumption from UN and the spliced GDP,709.588,.9059615
ANT,1975,763.5041,Derived using data on consumption from UN and the spliced GDP,842.2613,.9064931
ANT,1976,851.0397,Derived using data on consumption from UN and the spliced GDP,942.4083,.9030477
ANT,1977,966.4357,Derived using data on consumption from UN and the spliced GDP,1063.954,.9083434
ANT,1978,1176.031,Derived using data on consumption from UN and the spliced GDP,1295.062,.9080881
ANT,1979,1368.543,Derived using data on consumption from UN and the spliced GDP,1533.018,.8927118
ANT,1980,1569.536,Derived using data on consumption from UN and the spliced GDP,1698.208,.9242306
ANT,1981,1774.441,Derived using data on consumption from UN and the spliced GDP,1955.691,.907322
ANT,1982,1961.455,Derived using data on consumption from UN and the spliced GDP,2091.242,.9379376
ANT,1983,2002.849,Derived using data on consumption from UN and the spliced GDP,2080.782,.9625464
ANT,1984,2037.003,Derived using data on consumption from UN and the spliced GDP,2101.703,.9692156
ANT,1985,2039.37,Derived using data on consumption from UN and the spliced GDP,2141.802,.9521752
ANT,1986,2320.051,Derived using data on consumption from UN and the spliced GDP,2778.807,.8349091
ANT,1987,2436.247,Derived using data on consumption from UN and the spliced GDP,2904.77,.8387057
ANT,1988,2438.833,Derived using data on consumption from UN and the spliced GDP,3011.554,.8098253
ANT,1989,2626.178,Derived using data on consumption from UN and the spliced GDP,3368.303,.7796739
ANT,1990,2863.545,Derived using data on consumption from UN and the spliced GDP,3544.717,.8078347
ANT,1991,2873.383,Derived using data on consumption from UN and the spliced GDP,3717.098,.7730178
ANT,1992,3007.872,Derived using data on consumption from UN and the spliced GDP,3896.562,.7719296
ANT,1993,3277.871,Derived using data on consumption from UN and the spliced GDP,4152.628,.7893486
ANT,1994,3701.05,Derived using data on consumption from UN and the spliced GDP,4462.087,.8294438
ANT,1995,4061.026,Derived using data on consumption from UN and the spliced GDP,4602.651,.8823232
ANT,1996,4058.7,Derived using data on consumption from UN and the spliced GDP,4818.4,.8423336
ANT,1997,3953.812,Derived using data on consumption from UN and the spliced GDP,4971.223,.7953399
ANT,1998,3848.473,Derived using data on consumption from UN and the spliced GDP,5025.481,.765792
ANT,1999,3836.819,Derived using data on consumption from UN and the spliced GDP,4991.38,.768689
ANT,2000,3909.624,Derived using data on consumption from UN and the spliced GDP,5113.16,.7646199
ANT,2001,3694.244,Derived using data on consumption from UN and the spliced GDP,5189.292,.7118974
ANT,2002,3905.819,Derived using data on consumption from UN and the spliced GDP,5251.871,.7437004
ANT,2003,4011.907,Derived using data on consumption from UN and the spliced GDP,5405.169,.7422352
ANT,2004,4291.47,Derived using data on consumption from UN and the spliced GDP,5555.402,.772486
ANT,2005,4515.919,Derived using data on consumption from UN and the spliced GDP,5866.15,.7698267
ANT,2006,4671.428,Derived using data on consumption from UN and the spliced GDP,6150.897,.7594711
ANT,2007,5319.245,Derived using data on consumption from UN and the spliced GDP,6507.927,.8173486
ANT,2008,5850.525,Derived using data on consumption from UN and the spliced GDP,7060.254,.8286564
ANT,2009,5895.472,Derived using data on consumption from UN and the spliced GDP,7200,.8188155
ANT,2010,5802.281,Derived using data on consumption from UN and the spliced GDP,6725.536,.8627239
ANT,2011,5676.343,Derived using data on consumption from UN and the spliced GDP,6927.109,.819439
ANT,2012,5762.34,Derived using data on consumption from UN and the spliced GDP,7175.699,.8030354
ARE,1970,1027.12,Derived using data on consumption from UN and the spliced GDP,5082.217,.2021008
ARE,1971,1426.448,Derived using data on consumption from UN and the spliced GDP,6942.938,.2054531
ARE,1972,2232.436,Derived using data on consumption from UN and the spliced GDP,9656.213,.2311917
ARE,1973,3730.067,Derived using data on consumption from UN and the spliced GDP,17054.82,.2187104
ARE,1974,6002.926,Derived using data on consumption from UN and the spliced GDP,46593.84,.1288352
ARE,1975,13369.48,Derived using data on consumption from UN and the spliced GDP,59075.06,.2263134
ARE,1976,17098.02,Derived using data on consumption from UN and the spliced GDP,76943.77,.2222145
ARE,1977,26065.03,Derived using data on consumption from UN and the spliced GDP,98350.25,.2650225
ARE,1978,28323.03,Derived using data on consumption from UN and the spliced GDP,93243.65,.303753
ARE,1979,34223.35,Derived using data on consumption from UN and the spliced GDP,120703.7,.283532
ARE,1980,42623.54,Derived using data on consumption from UN and the spliced GDP,163750.3,.260296
ARE,1981,61147.29,Derived using data on consumption from UN and the spliced GDP,183469.9,.3332824
ARE,1982,64813.31,Derived using data on consumption from UN and the spliced GDP,173388.7,.3738036
ARE,1983,64190.45,Derived using data on consumption from UN and the spliced GDP,159184.6,.4032453
ARE,1984,62047.36,Derived using data on consumption from UN and the spliced GDP,155482.6,.399063
ARE,1985,65105.77,Derived using data on consumption from UN and the spliced GDP,151003.8,.431153
ARE,1986,68937.05,Derived using data on consumption from UN and the spliced GDP,126235.2,.5460999
ARE,1987,72821.1,Derived using data on consumption from UN and the spliced GDP,135314.1,.5381634
ARE,1988,81676.59,Derived using data on consumption from UN and the spliced GDP,134908.1,.6054241
ARE,1989,89208.53,Derived using data on consumption from UN and the spliced GDP,154207.1,.5784981
ARE,1990,98638.87,Derived using data on consumption from UN and the spliced GDP,188557.1,.5231247
ARE,1991,105499.6,Derived using data on consumption from UN and the spliced GDP,191720.8,.5502772
ARE,1992,118628.6,Derived using data on consumption from UN and the spliced GDP,201714.1,.5881028
ARE,1993,123671.4,Derived using data on consumption from UN and the spliced GDP,206868.9,.597825
ARE,1994,135429.9,Derived using data on consumption from UN and the spliced GDP,220554.2,.6140437
ARE,1995,150852.4,Derived using data on consumption from UN and the spliced GDP,244498.8,.6169865
ARE,1996,164304,Derived using data on consumption from UN and the spliced GDP,273609.4,.6005054
ARE,1997,177616.1,Derived using data on consumption from UN and the spliced GDP,293199.8,.6057852
ARE,1998,187702.8,Derived using data on consumption from UN and the spliced GDP,281546.1,.6666858
ARE,1999,202673.3,Derived using data on consumption from UN and the spliced GDP,314178.6,.6450895
ARE,2000,226793.7,Derived using data on consumption from UN and the spliced GDP,388186.8,.5842385
ARE,2001,235370.6,Derived using data on consumption from UN and the spliced GDP,384370.3,.6123539
ARE,2002,259101.8,Derived using data on consumption from UN and the spliced GDP,408570.4,.6341668
ARE,2003,280308.6,Derived using data on consumption from UN and the spliced GDP,462629.8,.6059026
ARE,2004,338256.2,Derived using data on consumption from UN and the spliced GDP,549979.1,.6150345
ARE,2005,381658.2,Derived using data on consumption from UN and the spliced GDP,671985.6,.5679559
ARE,2006,459288.1,Derived using data on consumption from UN and the spliced GDP,826382.6,.5557815
ARE,2007,565553.6,Derived using data on consumption from UN and the spliced GDP,959575.3,.5893791
ARE,2008,685821,Derived using data on consumption from UN and the spliced GDP,1187600,.577485
ARE,2009,519972,Derived using data on consumption from UN and the spliced GDP,965761.2,.5384064
ARE,2010,556297.6,Derived using data on consumption from UN and the spliced GDP,1102444,.5046038
ARE,2011,622678.8,Derived using data on consumption from UN and the spliced GDP,1325158,.4698901
ARE,2012,576020.4,Derived using data on consumption from UN and the spliced GDP,1412481,.4078076
ARE,2013,638589.6,Derived using data on consumption from UN and the spliced GDP,1469803,.4344731
ARE,2014,706893.9,Derived using data on consumption from UN and the spliced GDP,1520802,.4648165
ARE,2015,727426.4,Derived using data on consumption from UN and the spliced GDP,1359837,.5349366
ARE,2016,732491.7,Derived using data on consumption from UN and the spliced GDP,1356090,.5401497
ARE,2017,773460,Derived using data on consumption from UN and the spliced GDP,1434173,.5393073
ARE,2018,790100.9,Derived using data on consumption from UN and the spliced GDP,1568339,.5037819
ARE,2019,802527.6,Derived using data on consumption from UN and the spliced GDP,1535067,.5227964
ARE,2020,789205.1,Derived using data on consumption from UN and the spliced GDP,1283440,.6149141
ARE,2021,845863.1,Derived using data on consumption from UN and the spliced GDP,1524744,.5547574
ARE,2022,1012003,Derived using data on consumption from UN and the spliced GDP,1846283,.54813
ARE,2023,1095730,Derived using data on consumption from UN and the spliced GDP,1888144,.5803214
ARG,1960,1.15e-07,Derived using data on consumption from WDI and the spliced GDP,1.18e-07,.971252
ARG,1961,1.29e-07,Derived using data on consumption from WDI and the spliced GDP,1.47e-07,.8753957
ARG,1962,1.86e-07,Derived using data on consumption from WDI and the spliced GDP,1.90e-07,.9811023
ARG,1963,2.29e-07,Derived using data on consumption from WDI and the spliced GDP,2.27e-07,1.011696
ARG,1964,3.01e-07,Derived using data on consumption from WDI and the spliced GDP,3.04e-07,.9889993
ARG,1965,4.01e-07,Derived using data on consumption from WDI and the spliced GDP,4.62e-07,.8685871
ARG,1966,5.16e-07,Derived using data on consumption from WDI and the spliced GDP,6.08e-07,.8482719
ARG,1967,6.74e-07,Derived using data on consumption from WDI and the spliced GDP,7.87e-07,.8559572
ARG,1968,7.88e-07,Derived using data on consumption from WDI and the spliced GDP,9.84e-07,.801097
ARG,1969,9.17e-07,Derived using data on consumption from WDI and the spliced GDP,1.13e-06,.8082358
ARG,1970,9.89e-07,Derived using data on consumption from UN and the spliced GDP,1.29e-06,.7674233
ARG,1971,1.41e-06,Derived using data on consumption from UN and the spliced GDP,1.84e-06,.7668139
ARG,1972,2.32e-06,Derived using data on consumption from UN and the spliced GDP,3.04e-06,.763366
ARG,1973,3.97e-06,Derived using data on consumption from UN and the spliced GDP,5.21e-06,.7612562
ARG,1974,5.51e-06,Derived using data on consumption from UN and the spliced GDP,7.14e-06,.7712624
ARG,1975,.000015,Derived using data on consumption from UN and the spliced GDP,.000021,.7152255
ARG,1976,.0000745,Derived using data on consumption from UN and the spliced GDP,.0001114,.6682323
ARG,1977,.000209,Derived using data on consumption from UN and the spliced GDP,.000307,.6807793
ARG,1978,.00054,Derived using data on consumption from UN and the spliced GDP,.000769,.7022081
ARG,1979,.001573,Derived using data on consumption from UN and the spliced GDP,.002093,.75155
ARG,1980,.00321,Derived using data on consumption from UN and the spliced GDP,.004161,.7714464
ARG,1981,.006379,Derived using data on consumption from UN and the spliced GDP,.0081,.787528
ARG,1982,.0181499,Derived using data on consumption from UN and the spliced GDP,.023681,.7664344
ARG,1983,.0910837,Derived using data on consumption from UN and the spliced GDP,.118666,.7675633
ARG,1984,.6701635,Derived using data on consumption from UN and the spliced GDP,.8571269,.781872
ARG,1985,4.48023,Derived using data on consumption from UN and the spliced GDP,5.749075,.7792958
ARG,1986,8.843023,Derived using data on consumption from UN and the spliced GDP,10.81986,.8172957
ARG,1987,20.52415,Derived using data on consumption from UN and the spliced GDP,25.28542,.8116991
ARG,1988,95.12627,Derived using data on consumption from UN and the spliced GDP,120.3589,.7903553
ARG,1989,2777.367,Derived using data on consumption from UN and the spliced GDP,3515.6,.7900122
