ISO3,year,inv,source,nGDP,inv_GDP
AND,2012,461.4861,Derived using data on investment from UN and the spliced GDP,2481.846,.1859447
AND,2013,418.6864,Derived using data on investment from UN and the spliced GDP,2404.538,.1741234
AND,2014,446.9327,Derived using data on investment from UN and the spliced GDP,2462.69,.1814815
AND,2015,487.1468,Derived using data on investment from UN and the spliced GDP,2514.508,.1937344
AND,2016,498.803,Derived using data on investment from UN and the spliced GDP,2616.862,.1906111
AND,2017,519.6168,Derived using data on investment from UN and the spliced GDP,2655.758,.1956567
AND,2018,564.2991,Derived using data on investment from UN and the spliced GDP,2725.27,.2070618
AND,2019,589.2989,Derived using data on investment from UN and the spliced GDP,2818.422,.2090882
AND,2020,522.0784,Derived using data on investment from UN and the spliced GDP,2531.087,.2062665
AND,2021,614.8715,Derived using data on investment from UN and the spliced GDP,2810.965,.2187403
AND,2022,727.2966,Derived using data on investment from UN and the spliced GDP,3210.31,.2265503
AND,2023,735.2829,Derived using data on investment from UN and the spliced GDP,3500.58,.210046
ANT,1970,102.1997,Derived using data on investment from UN and the spliced GDP,422.8426,.2416968
ANT,1971,111.0698,Derived using data on investment from UN and the spliced GDP,459.6487,.2416405
ANT,1972,120.6968,Derived using data on investment from UN and the spliced GDP,500.7346,.2410394
ANT,1973,136.5304,Derived using data on investment from UN and the spliced GDP,563.2195,.2424106
ANT,1974,171.3454,Derived using data on investment from UN and the spliced GDP,709.588,.2414716
ANT,1975,201.4992,Derived using data on investment from UN and the spliced GDP,842.2613,.239236
ANT,1976,232.3265,Derived using data on investment from UN and the spliced GDP,942.4083,.2465242
ANT,1977,253.9176,Derived using data on investment from UN and the spliced GDP,1063.954,.2386546
ANT,1978,301.1396,Derived using data on investment from UN and the spliced GDP,1295.062,.232529
ANT,1979,411.4453,Derived using data on investment from UN and the spliced GDP,1533.018,.268389
ANT,1980,365.1927,Derived using data on investment from UN and the spliced GDP,1698.208,.2150459
ANT,1981,418.8152,Derived using data on investment from UN and the spliced GDP,1955.691,.2141521
ANT,1982,394.1641,Derived using data on investment from UN and the spliced GDP,2091.242,.1884833
ANT,1983,360.11,Derived using data on investment from UN and the spliced GDP,2080.782,.1730647
ANT,1984,328.343,Derived using data on investment from UN and the spliced GDP,2101.703,.1562271
ANT,1985,394.1641,Derived using data on investment from UN and the spliced GDP,2141.802,.1840339
ANT,1986,723.3966,Derived using data on investment from UN and the spliced GDP,2778.807,.2603263
ANT,1987,621.9966,Derived using data on investment from UN and the spliced GDP,2904.77,.2141294
ANT,1988,840.9343,Derived using data on investment from UN and the spliced GDP,3011.554,.279236
ANT,1989,1110.191,Derived using data on investment from UN and the spliced GDP,3368.303,.3295994
ANT,1990,1056.949,Derived using data on investment from UN and the spliced GDP,3544.717,.298176
ANT,1991,1165.592,Derived using data on investment from UN and the spliced GDP,3717.098,.3135759
ANT,1992,1133.444,Derived using data on investment from UN and the spliced GDP,3896.562,.2908831
ANT,1993,1047.038,Derived using data on investment from UN and the spliced GDP,4152.628,.2521386
ANT,1994,1041.955,Derived using data on investment from UN and the spliced GDP,4462.087,.233513
ANT,1995,1113.113,Derived using data on investment from UN and the spliced GDP,4602.651,.2418418
ANT,1996,1425.7,Derived using data on investment from UN and the spliced GDP,4818.4,.2958866
ANT,1997,1235.411,Derived using data on investment from UN and the spliced GDP,4971.223,.2485126
ANT,1998,1407.008,Derived using data on investment from UN and the spliced GDP,5025.481,.2799748
ANT,1999,1398.661,Derived using data on investment from UN and the spliced GDP,4991.38,.2802154
ANT,2000,1390.936,Derived using data on investment from UN and the spliced GDP,5113.16,.2720306
ANT,2001,1888.049,Derived using data on investment from UN and the spliced GDP,5189.292,.3638355
ANT,2002,1561.652,Derived using data on investment from UN and the spliced GDP,5251.871,.2973516
ANT,2003,1588.862,Derived using data on investment from UN and the spliced GDP,5405.169,.2939523
ANT,2004,1489.532,Derived using data on investment from UN and the spliced GDP,5555.402,.2681231
ANT,2005,1751.123,Derived using data on investment from UN and the spliced GDP,5866.15,.2985132
ANT,2006,1983.969,Derived using data on investment from UN and the spliced GDP,6150.897,.3225496
ANT,2007,2210.882,Derived using data on investment from UN and the spliced GDP,6507.927,.3397214
ANT,2008,2654.729,Derived using data on investment from UN and the spliced GDP,7060.254,.3760104
ANT,2009,2542.028,Derived using data on investment from UN and the spliced GDP,7200,.3530594
ANT,2010,2514.455,Derived using data on investment from UN and the spliced GDP,6725.536,.3738669
ANT,2011,2493.966,Derived using data on investment from UN and the spliced GDP,6927.109,.3600298
ANT,2012,2504.459,Derived using data on investment from UN and the spliced GDP,7175.699,.3490195
ARE,1970,1466.434,Derived using data on investment from UN and the spliced GDP,5082.217,.2885422
ARE,1971,2110.448,Derived using data on investment from UN and the spliced GDP,6942.938,.3039705
ARE,1972,3026.789,Derived using data on investment from UN and the spliced GDP,9656.213,.3134551
ARE,1973,4988.661,Derived using data on investment from UN and the spliced GDP,17054.82,.2925074
ARE,1974,8354.838,Derived using data on investment from UN and the spliced GDP,46593.84,.1793121
ARE,1975,20881.03,Derived using data on investment from UN and the spliced GDP,59075.06,.3534661
ARE,1976,29324.18,Derived using data on investment from UN and the spliced GDP,76943.77,.3811118
ARE,1977,43230.44,Derived using data on investment from UN and the spliced GDP,98350.25,.439556
ARE,1978,41001.91,Derived using data on investment from UN and the spliced GDP,93243.65,.4397287
ARE,1979,47865.86,Derived using data on investment from UN and the spliced GDP,120703.7,.3965568
ARE,1980,53947.14,Derived using data on investment from UN and the spliced GDP,163750.3,.3294477
ARE,1981,55065.74,Derived using data on investment from UN and the spliced GDP,183469.9,.300135
ARE,1982,55692.57,Derived using data on investment from UN and the spliced GDP,173388.7,.3212008
ARE,1983,55761.83,Derived using data on investment from UN and the spliced GDP,159184.6,.3502966
ARE,1984,50913.43,Derived using data on investment from UN and the spliced GDP,155482.6,.3274541
ARE,1985,43173.3,Derived using data on investment from UN and the spliced GDP,151003.8,.2859086
ARE,1986,41336.1,Derived using data on investment from UN and the spliced GDP,126235.2,.3274529
ARE,1987,36286.83,Derived using data on investment from UN and the spliced GDP,135314.1,.2681674
ARE,1988,37696.33,Derived using data on investment from UN and the spliced GDP,134908.1,.2794224
ARE,1989,40736.98,Derived using data on investment from UN and the spliced GDP,154207.1,.2641705
ARE,1990,43848.61,Derived using data on investment from UN and the spliced GDP,188557.1,.2325482
ARE,1991,47098.77,Derived using data on investment from UN and the spliced GDP,191720.8,.2456634
ARE,1992,54371.38,Derived using data on investment from UN and the spliced GDP,201714.1,.2695467
ARE,1993,51657.41,Derived using data on investment from UN and the spliced GDP,206868.9,.2497108
ARE,1994,59635.67,Derived using data on investment from UN and the spliced GDP,220554.2,.2703902
ARE,1995,64774.09,Derived using data on investment from UN and the spliced GDP,244498.8,.264926
ARE,1996,68888.32,Derived using data on investment from UN and the spliced GDP,273609.4,.2517761
ARE,1997,73767.78,Derived using data on investment from UN and the spliced GDP,293199.8,.2515956
ARE,1998,75706.23,Derived using data on investment from UN and the spliced GDP,281546.1,.2688947
ARE,1999,78416.95,Derived using data on investment from UN and the spliced GDP,314178.6,.2495936
ARE,2000,83519.7,Derived using data on investment from UN and the spliced GDP,388186.8,.2151534
ARE,2001,85538.02,Derived using data on investment from UN and the spliced GDP,384370.3,.2225407
ARE,2002,91097.98,Derived using data on investment from UN and the spliced GDP,408570.4,.2229676
ARE,2003,101249.4,Derived using data on investment from UN and the spliced GDP,462629.8,.2188562
ARE,2004,108664.8,Derived using data on investment from UN and the spliced GDP,549979.1,.1975798
ARE,2005,134017,Derived using data on investment from UN and the spliced GDP,671985.6,.1994343
ARE,2006,157483.3,Derived using data on investment from UN and the spliced GDP,826382.6,.1905694
ARE,2007,239135.8,Derived using data on investment from UN and the spliced GDP,959575.3,.24921
ARE,2008,305876.8,Derived using data on investment from UN and the spliced GDP,1187600,.2575589
ARE,2009,317846.3,Derived using data on investment from UN and the spliced GDP,965761.2,.3291148
ARE,2010,326834.7,Derived using data on investment from UN and the spliced GDP,1102444,.2964637
ARE,2011,335615.5,Derived using data on investment from UN and the spliced GDP,1325158,.2532645
ARE,2012,337862.3,Derived using data on investment from UN and the spliced GDP,1412481,.2391978
ARE,2013,318035.9,Derived using data on investment from UN and the spliced GDP,1469803,.21638
ARE,2014,345234.1,Derived using data on investment from UN and the spliced GDP,1520802,.2270079
ARE,2015,303610.3,Derived using data on investment from UN and the spliced GDP,1359837,.2232697
ARE,2016,293398.5,Derived using data on investment from UN and the spliced GDP,1356090,.2163562
ARE,2017,305213,Derived using data on investment from UN and the spliced GDP,1434173,.2128146
ARE,2018,342378.2,Derived using data on investment from UN and the spliced GDP,1568339,.2183062
ARE,2019,369479.6,Derived using data on investment from UN and the spliced GDP,1535067,.2406928
ARE,2020,299411.9,Derived using data on investment from UN and the spliced GDP,1283440,.2332886
ARE,2021,393796,Derived using data on investment from UN and the spliced GDP,1524744,.2582702
ARE,2022,489412,Derived using data on investment from UN and the spliced GDP,1846283,.2650796
ARE,2023,511284,Derived using data on investment from UN and the spliced GDP,1888144,.2707866
ARE,2024,561791.9,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,1995455,.2815358
ARE,2025,592835.1,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2081540,.284806
ARE,2026,634250.2,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2203056,.2878956
ARE,2027,682424.4,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2330998,.2927607
ARE,2028,737637.8,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2465774,.2991506
ARE,2029,784696.9,Derived using data on investment from IMF_WEO_forecast and the spliced GDP,2609172,.3007456
ARG,1935,1.23e-10,Derived using data on investment from Mitchell and the spliced GDP,1.21e-09,.1017394
ARG,1936,1.50e-10,Derived using data on investment from Mitchell and the spliced GDP,1.28e-09,.117156
ARG,1937,1.78e-10,Derived using data on investment from Mitchell and the spliced GDP,1.48e-09,.1203098
ARG,1938,2.60e-10,Derived using data on investment from Mitchell and the spliced GDP,1.44e-09,.1804718
ARG,1939,,Derived using data on investment from Mitchell and the spliced GDP,1.52e-09,
ARG,1940,,Derived using data on investment from Mitchell and the spliced GDP,1.56e-09,
ARG,1941,2.60e-10,Derived using data on investment from Mitchell and the spliced GDP,1.68e-09,.154564
ARG,1942,2.46e-10,Derived using data on investment from Mitchell and the spliced GDP,1.90e-09,.1293954
ARG,1943,2.60e-10,Derived using data on investment from Mitchell and the spliced GDP,2.00e-09,.1297902
ARG,1944,2.60e-10,Derived using data on investment from Mitchell and the spliced GDP,2.29e-09,.1136252
ARG,1945,3.14e-10,Derived using data on investment from Mitchell and the spliced GDP,2.53e-09,.1245248
ARG,1946,5.88e-10,Derived using data on investment from Mitchell and the spliced GDP,3.42e-09,.1720202
ARG,1947,1.15e-09,Derived using data on investment from Mitchell and the spliced GDP,4.69e-09,.2447083
ARG,1948,1.63e-09,Derived using data on investment from Mitchell and the spliced GDP,5.72e-09,.2842481
ARG,1949,1.56e-09,Derived using data on investment from Mitchell and the spliced GDP,6.86e-09,.2271038
