ISO3,year,govdebt_GDP,nGDP,govdebt,source
EGY,1975,69.69246,4960.802,3457.305,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1976,69.09715,5859.507,4048.752,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1977,71.97041,7487.83,5389.021,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1978,94.41665,9168.979,8657.042,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1979,117.8699,10930.87,12884.21,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1980,111.8149,14083.32,15747.26,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1981,117.2816,19152.34,22462.17,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1982,123.4186,22583.77,27872.57,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1983,113.9268,28783.24,32791.82,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1984,113.0229,34896.71,39441.26,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1985,110.0488,40895.59,45005.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1986,112.1033,45588.25,51105.95,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1987,92.39783,58014.32,53603.98,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1988,87.19242,68247.74,59506.86,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1989,80.40103,80171.47,64458.69,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1990,83.98249,97990.88,82295.19,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1991,118.2592,123009.7,145470.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1992,125.4269,152099.7,190774,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1993,109.5555,169704.3,185920.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1994,102.1506,191354.8,195470.1,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1995,94.18639,223065,210096.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1996,85.14852,250838.7,213585.5,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1997,77.47701,276426.3,214166.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1998,73.824,295251.7,217966.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,1999,72.398,312044.3,225913.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2000,71.687,332218.4,238157.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2001,79.146,360447.8,285280,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2002,85.776,389318.9,333942.2,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2003,97.095,433412,420821.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2004,96.512,490664.3,473549.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2005,98.263,545847.3,536365.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2006,85.924,617700,530752.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2007,76.268,744809,568050.9,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2008,66.761,895515,597854.8,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2009,69.45,1042135,723762.4,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2010,69.59,1206640,839700.6,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2011,72.83,1371078,998556.3,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2012,69.862,1674720,1169993,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2013,79.812,1860364,1484793,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2014,80.874,2130000,1722616,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2015,83.754,2443856,2046827,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2016,91.586,2709418,2481447,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2017,97.8,3655900,3575470,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2018,87.949,4666200,4103876,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2019,80.092,5596000,4481949,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2020,86.222,6152600,5304895,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2021,89.903,6663100,5990327,Derived using data on general government debt to GDP and central government and the spliced GDP.
EGY,2022,88.534,7842500,6943279,Derived using data on general government debt to GDP and central government and the spliced GDP.
ERI,1995,39.146,3943.373,1543.673,Derived using data on general government debt to GDP and central government and the spliced GDP.
ERI,1996,55.52173,4758.459,2641.979,Derived using data on general government debt to GDP and central government and the spliced GDP.
ERI,1997,62.51799,5347.199,3342.961,Derived using data on general government debt to GDP and central government and the spliced GDP.
ERI,1998,107.8934,5958.076,6428.369,Derived using data on general government debt to GDP and central government and the spliced GDP.
ERI,1999,176.3222,6470.751,11409.37,Derived using data on general government debt to GDP and central government and the spliced GDP.
ERI,2000,219.102,6798.819,14896.35,Derived using data on general government debt to GDP and central government and the spliced GDP.
