ISO3,year,CA_GDP,source,nGDP,CA
LVA,1993,7.841507,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,2476.578,194.201
LVA,1994,3.684301,Derived using data on current account balance to GDP from WDI_ARC and the spliced GDP,3448.207,127.0423
LVA,1995,-.2882204,Derived using data on current account balance to GDP from WDI and the spliced GDP,3932.476,-11.3342
LVA,1996,-4.82429,Derived using data on current account balance to GDP from WDI and the spliced GDP,4544.46,-219.2379
LVA,1997,-5.434161,Derived using data on current account balance to GDP from WDI and the spliced GDP,5248.481,-285.2109
LVA,1998,-9.313055,Derived using data on current account balance to GDP from WDI and the spliced GDP,5853.373,-545.1278
LVA,1999,-8.933408,Derived using data on current account balance to GDP from WDI and the spliced GDP,6098.123,-544.7702
LVA,2000,-4.822363,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,6697.961,-323
LVA,2001,-7.652636,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,7317.74,-560
LVA,2002,-6.674497,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,8135.446,-543.0001
LVA,2003,-8.126639,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,9142.771,-743.0001
LVA,2004,-12.78593,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,10628.87,-1359
LVA,2005,-12.30288,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,13102.62,-1612
LVA,2006,-21.91496,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,16294.81,-3571
LVA,2007,-21.80449,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,21509.33,-4690
LVA,2008,-12.88547,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,23351.89,-3009
LVA,2009,7.877728,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,18482.49,1456
LVA,2010,1.732541,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,17719.64,307
LVA,2011,-3.520379,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,19117.26,-673
LVA,2012,-3.871244,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,21104.33,-817
LVA,2013,-2.892123,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,21956.19,-635
LVA,2014,-1.461135,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,22790.5,-333
LVA,2015,-.1137117,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,23744.26,-27
LVA,2016,1.775643,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,24498.17,435
LVA,2017,1.472107,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,26017.13,383
LVA,2018,-.3978199,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,28153.44,-112
LVA,2019,-.1691075,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,29567,-50
LVA,2020,3.045407,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,29224.34,889.9999
LVA,2021,-4.057574,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,32285.3,-1310
LVA,2022,-5.46759,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,36103.66,-1974
LVA,2023,-3.933715,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,39072.48,-1537
LVA,2024,-1.769859,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,39612.88,-701.0922
LVA,2025,-2.973129,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,41130.18,-1222.853
LVA,2026,-2.835766,Derived using data on current account balance to GDP from OECD_EO and the spliced GDP,43046.2,-1220.69
LVA,2027,-3.332,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,44957.36,-1497.979
LVA,2028,-3.336,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,47285.32,-1577.438
LVA,2029,-3.237,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,49726.91,-1609.66
MAC,2002,31.5286,Derived using data on current account balance to GDP from WDI and the spliced GDP,59220,18671.24
MAC,2003,30.61713,Derived using data on current account balance to GDP from WDI and the spliced GDP,66147,20252.31
MAC,2004,32.95514,Derived using data on current account balance to GDP from WDI and the spliced GDP,85382,28137.75
MAC,2005,23.65369,Derived using data on current account balance to GDP from WDI and the spliced GDP,97415,23042.25
MAC,2006,14.89266,Derived using data on current account balance to GDP from WDI and the spliced GDP,119014,17724.35
MAC,2007,21.68483,Derived using data on current account balance to GDP from WDI and the spliced GDP,148181,32132.8
MAC,2008,15.56181,Derived using data on current account balance to GDP from WDI and the spliced GDP,168639,26243.27
MAC,2009,27.54443,Derived using data on current account balance to GDP from WDI and the spliced GDP,172363,47476.41
MAC,2010,38.91659,Derived using data on current account balance to GDP from WDI and the spliced GDP,225997,87950.32
MAC,2011,40.37724,Derived using data on current account balance to GDP from WDI and the spliced GDP,295438,119289.7
MAC,2012,38.83049,Derived using data on current account balance to GDP from WDI and the spliced GDP,345080,133996.3
MAC,2013,39.31781,Derived using data on current account balance to GDP from WDI and the spliced GDP,411739,161886.8
MAC,2014,32.68927,Derived using data on current account balance to GDP from WDI and the spliced GDP,438516,143347.7
MAC,2015,23.39833,Derived using data on current account balance to GDP from WDI and the spliced GDP,359708,84165.66
MAC,2016,26.60213,Derived using data on current account balance to GDP from WDI and the spliced GDP,360344,95859.18
MAC,2017,30.75184,Derived using data on current account balance to GDP from WDI and the spliced GDP,404381,124354.6
MAC,2018,32.86847,Derived using data on current account balance to GDP from WDI and the spliced GDP,445527,146437.9
MAC,2019,33.46362,Derived using data on current account balance to GDP from WDI and the spliced GDP,444540,148759.2
MAC,2020,13.79613,Derived using data on current account balance to GDP from WDI and the spliced GDP,202471,27933.17
MAC,2021,8.504258,Derived using data on current account balance to GDP from WDI and the spliced GDP,247926,21084.27
MAC,2022,13.61339,Derived using data on current account balance to GDP from WDI and the spliced GDP,201623,27447.71
MAC,2023,31.37709,Derived using data on current account balance to GDP from WDI and the spliced GDP,369328,115884.4
MAC,2024,36.29129,Derived using data on current account balance to GDP from WDI and the spliced GDP,399098.8,144838.1
MAC,2025,33.291,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,437810.4,145751.5
MAC,2026,32.849,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,465360.9,152866.4
MAC,2027,32.134,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,488856.3,157089.1
MAC,2028,31.748,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,512472.5,162699.8
MAC,2029,31.014,Derived using data on current account balance to GDP from IMF_WEO_forecast and the spliced GDP,537319.6,166644.3
MAR,1975,-5.608195,Derived using data on current account balance to GDP from WDI and the spliced GDP,42748.66,-2397.428
MAR,1976,-14.27425,Derived using data on current account balance to GDP from WDI and the spliced GDP,49734.5,-7099.225
MAR,1977,-16.51494,Derived using data on current account balance to GDP from WDI and the spliced GDP,58422.78,-9648.488
MAR,1978,-9.906807,Derived using data on current account balance to GDP from WDI and the spliced GDP,64751.13,-6414.77
MAR,1979,-9.441838,Derived using data on current account balance to GDP from WDI and the spliced GDP,72840.62,-6877.493
MAR,1980,-6.473789,Derived using data on current account balance to GDP from WDI and the spliced GDP,86988.41,-5631.447
MAR,1981,-10.27472,Derived using data on current account balance to GDP from WDI and the spliced GDP,92788.42,-9533.746
MAR,1982,-10.55331,Derived using data on current account balance to GDP from WDI and the spliced GDP,109073.1,-11510.81
MAR,1983,-5.450263,Derived using data on current account balance to GDP from WDI and the spliced GDP,116399.4,-6344.073
MAR,1984,-6.638914,Derived using data on current account balance to GDP from WDI and the spliced GDP,131897.4,-8756.556
MAR,1985,-5.940566,Derived using data on current account balance to GDP from WDI and the spliced GDP,152056.5,-9033.02
MAR,1986,-1.07197,Derived using data on current account balance to GDP from WDI and the spliced GDP,181150.5,-1941.88
MAR,1987,.8348709,Derived using data on current account balance to GDP from WDI and the spliced GDP,183557.4,1532.467
MAR,1988,1.839224,Derived using data on current account balance to GDP from WDI and the spliced GDP,212804,3913.943
MAR,1989,-2.992026,Derived using data on current account balance to GDP from WDI and the spliced GDP,227691.5,-6812.588
MAR,1990,-.6480311,Derived using data on current account balance to GDP from WDI and the spliced GDP,249905.3,-1619.464
MAR,1991,-1.27999,Derived using data on current account balance to GDP from WDI and the spliced GDP,284552.8,-3642.247
MAR,1992,-1.283437,Derived using data on current account balance to GDP from WDI and the spliced GDP,285198.5,-3660.343
MAR,1993,-1.646991,Derived using data on current account balance to GDP from WDI and the spliced GDP,292610.6,-4819.27
MAR,1994,-2.030491,Derived using data on current account balance to GDP from WDI and the spliced GDP,327950.3,-6659.002
MAR,1995,-3.03845,Derived using data on current account balance to GDP from WDI and the spliced GDP,330743.7,-10049.48
MAR,1996,.0810759,Derived using data on current account balance to GDP from WDI and the spliced GDP,374933.9,303.9809
MAR,1997,-.2228087,Derived using data on current account balance to GDP from WDI and the spliced GDP,373762.5,-832.7755
MAR,1998,-.3092375,Derived using data on current account balance to GDP from WDI and the spliced GDP,403893.2,-1248.989
MAR,1999,-.3606579,Derived using data on current account balance to GDP from WDI and the spliced GDP,409340.3,-1476.318
MAR,2000,-1.10388,Derived using data on current account balance to GDP from WDI and the spliced GDP,413345.8,-4562.841
MAR,2001,3.675583,Derived using data on current account balance to GDP from WDI and the spliced GDP,448042.7,16468.18
MAR,2002,3.137188,Derived using data on current account balance to GDP from WDI and the spliced GDP,468032.2,14683.05
MAR,2003,2.725832,Derived using data on current account balance to GDP from WDI and the spliced GDP,501230.7,13662.71
MAR,2004,1.466499,Derived using data on current account balance to GDP from WDI and the spliced GDP,530645.4,7781.911
MAR,2005,1.511296,Derived using data on current account balance to GDP from WDI and the spliced GDP,554459.7,8379.525
MAR,2006,1.85973,Derived using data on current account balance to GDP from WDI and the spliced GDP,606645.3,11281.97
MAR,2007,-.1403558,Derived using data on current account balance to GDP from WDI and the spliced GDP,647530,-908.8462
MAR,2008,-4.447405,Derived using data on current account balance to GDP from WDI and the spliced GDP,725097.1,-32248.01
MAR,2009,-4.91457,Derived using data on current account balance to GDP from WDI and the spliced GDP,765571.2,-37624.53
MAR,2010,-3.891495,Derived using data on current account balance to GDP from WDI and the spliced GDP,811646.8,-31585.19
MAR,2011,-7.267035,Derived using data on current account balance to GDP from WDI and the spliced GDP,857949.9,-62347.52
MAR,2012,-8.950347,Derived using data on current account balance to GDP from WDI and the spliced GDP,897106.6,-80294.15
